id,GEOID,borough,commute_midtown_manhattan,commute_downtown_manhattan,commute_downtown_brooklyn
"5-W-103rd-St,-Unit-W,-New-York,-NY-10025",36061018900,Manhattan,22.466493995746188,38.78316066241286,41.74982732907952
"145-Fourth-Ave,-Unit-17AB,-New-York,-NY-10003",36061004200,Manhattan,16.623876528293593,13.357209861626927,19.823876528293592
"214-E-51st-St,-Unit-4EE,-New-York,-NY-10022",36061009800,Manhattan,12.459702483879562,24.022516051342,29.989182718008667
"20-Fifth-Ave,-Unit-2EV,-New-York,-NY-10011",36061006300,Manhattan,17.19890361726174,20.015570283928408,26.482236950595077
"208-W-82nd-St,-Apt-1C,-New-York,-NY-10024",36061016700,Manhattan,19.940305592114168,33.256972258780834,36.2236389254475
"20-Fifth-2b-Ave,-Unit-Ev,-New-York,-NY-10011",36061006300,Manhattan,17.19890361726174,20.015570283928408,26.482236950595077
"29-7th-Ave-S,-Unit-2BB,-New-York,-NY-10014",36061006700,Manhattan,17.087063801261326,18.824493107840365,23.791159774507037
"888-8th-Ave,-Unit-7KK,-New-York,-NY-10019",36061013100,Manhattan,13.457404635554404,28.30874838129586,32.740737968887736
"53-Leroy-St,-Unit-A,-New-York,-NY-10014",36061006700,Manhattan,18.65798652434556,17.61648709967558,22.58315376634225
"15-W-103rd-St,-Unit-B,-New-York,-NY-10025",36061018900,Manhattan,23.00737367207374,39.3240403387404,42.29070700540707
"400-E-71st-St,-Apt-7H,-New-York,-NY-10021",36061012400,Manhattan,19.849450161045176,34.66611682771184,40.71294251513606
"222-E-12th-St,-Unit-4CC,-New-York,-NY-10003",36061004002,Manhattan,20.53993626198866,18.96375694906813,25.323269595322
"106-E-81st-St,-Unit-C,-New-York,-NY-10028",36061014000,Manhattan,25.25396179986728,31.070628466533943,37.03729513320061
"145-W-55th-13a-St,-Unit-Ev,-New-York,-NY-10019",36061013700,Manhattan,9.93407452392198,25.75074119058865,32.21740785725532
"96-Fifth-Ave-Unit-J,-New-York,-NY-10011",36061005400,Manhattan,14.172669055705416,17.755078939204672,24.221745605871337
